lat_bin,lon_bin,time_slot,month,total_count,dominant_category,pred,conf,ok,p_violent,p_property,p_other,risk,city
32.65,-96.96000000000001,3,4,3,property,other,0.881,False,0.0176,0.1014,0.881,1.8,Dallas
32.65,-96.95,0,1,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.95,2,4,4,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.95,3,9,4,property,other,0.8798,False,0.0251,0.0951,0.8798,2.5,Dallas
32.65,-96.94,1,3,5,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.94,2,3,5,other,other,0.8746,True,0.0185,0.1068,0.8746,1.9,Dallas
32.65,-96.94,2,5,3,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.94,3,1,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.94,3,3,3,violent,other,0.7028,False,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.94,3,4,4,violent,other,0.8348,False,0.0836,0.0817,0.8348,8.4,Dallas
32.65,-96.94,3,10,3,other,other,0.881,True,0.0176,0.1014,0.881,1.8,Dallas
32.65,-96.94,3,12,8,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.89,0,1,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,0,4,7,property,other,0.7696,False,0.112,0.1184,0.7696,11.2,Dallas
32.65,-96.89,0,5,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,0,6,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,0,7,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,0,9,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,0,11,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,0,12,5,property,other,0.8851,False,0.017,0.0979,0.8851,1.7,Dallas
32.65,-96.89,1,1,6,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.89,1,2,9,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,1,3,11,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,1,4,9,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,1,5,9,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,1,7,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,1,8,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,1,9,6,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,1,10,4,property,other,0.7803,False,0.1135,0.1062,0.7803,11.4,Dallas
32.65,-96.89,1,11,9,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,1,12,8,other,other,0.7072,True,0.1029,0.19,0.7072,10.3,Dallas
32.65,-96.89,2,1,15,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,2,2,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,2,3,14,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.65,-96.89,2,4,10,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,2,5,8,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,2,6,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.65,-96.89,2,7,16,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
